Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Incomplete Rides,Incomplete Rides Reason,Ride Distance (KM),Driver Ratings,Customer Rating,Payment Method,Price_BND,Pickup ,Drop ,Driver ID,Platform Fee BND,Driver Earnings BND,Month,Year,Day of Week,On Time Arrival,Driver Shift Hours,Offer ID,Offer Sent Timestamp,Offer Result,Response Timestamp,Driver Session ID,Session Start,Session End,Request Timestamp,Driver Assigned Timestamp,Driver Arrival Timestamp,Pickup Timestamp,Dropoff Timestamp,Cancellation Timestamp,Pickup Lat,Pickup Lon,Dropoff Lat,Dropoff Lon,Fare Base,Distance Fee,Time Fee,Total Fare Authoritative,Fare ID,Invoice ID,Currency,Vehicle ID,Vehicle Active Flag,Marketplace Region,Estimated ETA at Assignment,Surge Region,Driver Acceptance Latency,Customer Signup Date,Data Quality Flag
2025-08-17,23:39:52,"""CNR1605575""",Cancelled,"""CID9516426""",Compact,Kuala Belait,Sengkurong,10.7,16.1,,,,16.04,4.0,4.5,Card,8.59,Tutong,Brunei-Muara,Nabilah Hassan,1.9,5.48,July,2024,Wednesday,1.0,9.6,OFF-200172,7/31/2024 23:39,accepted,7/31/2024 23:39,SESS-68128,7/31/2024 19:39,8/1/2024 1:39,7/31/2024 23:39,2025-08-17 04:05:00,2025-08-17 04:06:00,2025-08-17 04:08:00,2025-08-17 04:43:00,,4.76714,114.6423,4.8533,114.97657,3.5,7.34,1.29,13.13,FQ-5562,INV-490763,BND,VEH-713,Yes,Belait,9,Normal,10,8/21/2023,Pass
2025-08-30,22:15:02,"""CNR6026851""",Cancelled by Driver,"""CID6133594""",Premium,Kuala Belait,Rimba,6.4,20.7,,,,1.75,3.7,4.6,Online Banking,3.91,Brunei-Muara,Brunei-Muara,Abdul Rahman,0.67,2.37,October,2024,Saturday,1.0,8.9,OFF-200140,10/5/2024 22:14,accepted,10/5/2024 22:14,SESS-85776,10/5/2024 18:15,10/5/2024 23:15,10/5/2024 22:15,2025-08-30 03:44:00,2025-08-30 03:48:00,2025-08-30 03:50:00,2025-08-30 04:05:00,,4.9225,114.96828,4.89399,114.9767,3.5,13.76,1.66,25.65,FQ-6476,INV-839344,BND,VEH-428,Yes,Belait,8,High Demand Zone,4,1/28/2023,Pass
2025-08-14,19:14:34,"""CNR2674741""",Completed,"""CID7007482""",Premium,Jerudong,Gadong,6.8,31.6,,,,4.26,4.3,4.8,Card,34.62,Tutong,Brunei-Muara,,8.57,24.89,August,2024,Monday,,5.1,OFF-200125,8/5/2024 19:13,rejected,8/5/2024 19:13,SESS-16338,8/5/2024 15:14,8/5/2024 22:14,8/5/2024 19:14,2025-08-14 01:22:00,2025-08-14 01:24:00,2025-08-14 01:34:00,2025-08-14 02:03:00,,4.71669,114.70873,4.88169,114.90428,3.5,3.92,2.53,17.42,FQ-5760,INV-534541,BND,VEH-510,Yes,Belait,9,High Demand Zone,4,8/20/2023,Pass
2025-08-05,18:22:17,"""CNR2591553""",Cancelled by Driver,"""CID8719421""",SUV,Lumut,Tutong Town,11.2,10.6,,,,20.38,4.4,4.7,Online Banking,33.62,Brunei-Muara,Brunei-Muara,Mohd Hafiz,5.85,20.98,June,2024,Saturday,0.0,4.7,OFF-200057,6/1/2024 18:21,accepted,6/1/2024 18:21,SESS-37455,6/1/2024 13:22,6/1/2024 20:22,6/1/2024 18:22,2025-08-05 19:46:00,2025-08-05 19:49:00,2025-08-05 19:51:00,2025-08-05 20:36:00,,4.91962,114.9778,4.86975,114.96503,3.5,13.64,0.85,25.49,FQ-7803,INV-510877,BND,VEH-678,Yes,Temburong,10,High Demand Zone,8,7/5/2023,Pass
2025-08-05,11:25:41,"""CNR2765681""",Completed,"""CID2228162""",Premium,Jerudong,Rimba,3.8,44.0,1.0,,,22.17,4.4,4.2,Cash,11.02,Brunei-Muara,Brunei-Muara,Awangku Mohd,2.28,7.44,July,2024,Wednesday,0.0,5.4,OFF-200147,7/24/2024 11:25,accepted,7/24/2024 11:25,SESS-35925,7/24/2024 9:25,7/24/2024 12:25,7/24/2024 11:25,2025-08-05 07:26:00,2025-08-05 07:28:00,2025-08-05 07:32:00,2025-08-05 07:45:00,7/24/2024 11:27,4.91518,114.87124,4.91739,114.93728,3.5,3.92,3.52,10.94,FQ-5767,INV-212483,BND,VEH-727,Yes,Brunei-Muara,6,Normal,4,12/10/2023,Pass
2025-08-17,13:47:33,"""CNR7496424""",Completed,"""CID5064084""",Sedan,Sengkurong,Serusop,2.4,32.1,,,,1.42,4.1,3.9,Dart Wallet,34.34,Brunei-Muara,Belait,Nabilah Hassan,7.74,26.05,April,2024,Monday,1.0,9.9,OFF-200199,4/29/2024 13:46,accepted,4/29/2024 13:46,SESS-68128,4/29/2024 9:47,4/29/2024 16:47,4/29/2024 13:47,2025-08-17 18:49:00,2025-08-17 18:52:00,2025-08-17 18:56:00,2025-08-17 19:18:00,4/29/2024 13:51,4.89037,114.89512,4.69342,114.1578,3.5,3.92,2.57,13.48,FQ-6861,INV-690894,BND,VEH-713,Yes,Temburong,7,High Demand Zone,6,4/16/2023,Pass
2025-08-01,18:05:04,"""CNR8752515""",Cancelled by Driver,"""CID1018836""",Compact,Jangsak,Berakas,12.0,15.7,,1.0,Customer Demand,9.1,4.8,4.0,Online Banking,6.77,Brunei-Muara,Brunei-Muara,Nurul Izzah,1.62,5.36,November,2024,Saturday,1.0,5.4,OFF-200060,11/9/2024 18:04,rejected,11/9/2024 18:04,SESS-35224,11/9/2024 15:05,11/9/2024 20:05,11/9/2024 18:05,2025-08-01 18:21:00,2025-08-01 18:23:00,2025-08-01 18:30:00,2025-08-01 19:05:00,,4.8587,114.86776,4.86995,114.88622,3.5,3.82,1.26,12.87,FQ-7397,INV-966517,BND,VEH-204,Yes,Temburong,8,High Demand Zone,2,3/30/2023,Pass
2025-08-09,17:20:25,"""CNR7374628""",Completed,"""CID6173671""",Premium,Mentiri,Tutong Beach,12.6,11.9,,,,28.98,3.7,4.2,Cash,23.55,Belait,Belait,Siti Aminah,3.16,14.87,February,2024,Sunday,0.0,8.1,OFF-200126,2/25/2024 17:20,rejected,2/25/2024 17:20,SESS-19622,2/25/2024 14:20,2/25/2024 19:20,2/25/2024 17:20,2025-08-09 10:37:00,2025-08-09 10:41:00,2025-08-09 10:51:00,2025-08-09 11:27:00,2/25/2024 17:27,4.60897,114.3069,4.6399,114.15304,3.5,3.92,0.95,10.37,FQ-6571,INV-794826,BND,VEH-614,Yes,Brunei-Muara,11,Normal,9,1/9/2023,Pass
2025-08-18,20:47:53,"""CNR3122045""",Cancelled,"""CID3241966""",Sedan,Mata-Mata,Bangar,10.5,33.1,,,,20.74,4.3,4.6,Card,7.53,Belait,Tutong,Zulhelmi Ishak,0.98,5.98,July,2024,Thursday,0.0,7.7,OFF-200104,7/11/2024 20:47,accepted,7/11/2024 20:47,SESS-38008,7/11/2024 17:47,7/11/2024 21:47,7/11/2024 20:47,2025-08-18 22:08:00,2025-08-18 22:11:00,2025-08-18 22:18:00,2025-08-18 22:31:00,,4.5563,114.25526,4.72672,114.73274,3.5,1.02,2.65,14.76,FQ-9811,INV-950112,BND,VEH-353,Yes,Temburong,8,High Demand Zone,9,8/23/2023,Pass
2025-08-25,16:17:41,"""CNR3870348""",Completed,"""CID6667215""",SUV,Bangar,Muara,11.4,15.9,,,,19.41,4.6,4.9,Online Banking,24.77,Brunei-Muara,Brunei-Muara,Aiman Hakim,3.32,20.18,November,2024,Monday,1.0,9.8,OFF-200166,11/25/2024 16:17,accepted,11/25/2024 16:17,SESS-93521,11/25/2024 12:17,11/25/2024 18:17,11/25/2024 16:17,2025-08-25 04:25:00,2025-08-25 04:26:00,2025-08-25 04:36:00,2025-08-25 05:14:00,,4.90184,114.86996,4.89424,114.9317,3.5,12.45,1.27,30.83,FQ-5436,INV-142363,BND,VEH-146,Yes,Tutong,5,High Demand Zone,2,5/23/2023,Pass
2025-08-18,16:24:48,"""CNR5785058""",Cancelled,"""CID7525538""",Compact,Kuala Belait,Rimba,11.6,35.9,1.0,,,28.21,4.0,4.3,Dart Wallet,7.36,Brunei-Muara,Brunei-Muara,Aiman Hakim,1.01,4.42,October,2024,Friday,0.0,5.5,OFF-200000,10/25/2024 16:24,accepted,10/25/2024 16:24,SESS-93521,10/25/2024 13:24,10/25/2024 18:24,10/25/2024 16:24,2025-08-18 19:20:00,2025-08-18 19:21:00,2025-08-18 19:27:00,2025-08-18 19:44:00,10/25/2024 16:30,4.87265,114.86109,4.91072,114.91494,3.5,3.92,2.87,12.86,FQ-5728,INV-132772,BND,VEH-146,Yes,Temburong,8,High Demand Zone,6,1/1/2024,Pass
2025-08-30,9:41:19,"""CNR4332965""",Completed,"""CID2809404""",Compact,Serusop,Serusop,8.3,11.7,,,,19.74,3.6,4.8,Card,28.16,Belait,Brunei-Muara,Roslan Ahmad,3.63,19.65,February,2024,Sunday,1.0,8.9,OFF-200130,2/25/2024 9:40,rejected,2/25/2024 9:40,SESS-14930,2/25/2024 5:41,2/25/2024 12:41,2/25/2024 9:41,2025-08-30 23:35:00,2025-08-30 23:36:00,2025-08-30 23:39:00,2025-08-31 00:22:00,2/25/2024 9:47,4.5047,114.21765,4.93141,114.97093,3.5,3.92,0.94,7.95,FQ-7271,INV-680275,BND,VEH-675,Yes,Temburong,5,High Demand Zone,10,3/6/2023,Pass
2025-08-31,16:51:11,"""CNR2860348""",Completed,"""CID5578022""",SUV,Berakas,Jangsak,10.2,34.2,,,,16.1,3.8,4.4,Online Banking,23.38,Brunei-Muara,Brunei-Muara,Aiman Hakim,5.04,17.09,October,2024,Monday,0.0,10.2,OFF-200091,10/7/2024 16:50,accepted,10/7/2024 16:50,SESS-93521,10/7/2024 12:51,10/7/2024 19:51,10/7/2024 16:51,2025-08-31 08:00:00,2025-08-31 08:05:00,2025-08-31 08:08:00,2025-08-31 08:38:00,10/7/2024 16:57,4.85757,114.92409,4.9292,114.97063,3.5,3.92,2.74,9.66,FQ-5293,INV-275833,BND,VEH-146,Yes,Belait,8,Normal,11,1/23/2023,Pass
2025-08-15,2:54:41,"""CNR4689937""",Completed,"""CID3896706""",Premium,Serusop,Bandar Seri Begawan,4.1,44.0,,,,8.41,4.6,3.8,Online Banking,29.82,Brunei-Muara,Belait,Abdul Rahman,4.89,22.57,August,2024,Wednesday,1.0,7.0,OFF-200189,8/28/2024 2:54,rejected,8/28/2024 2:54,SESS-85776,8/27/2024 21:54,8/28/2024 4:54,8/28/2024 2:54,2025-08-15 09:37:00,2025-08-15 09:42:00,2025-08-15 09:52:00,2025-08-15 10:04:00,8/28/2024 2:58,4.91149,114.92542,4.69683,114.35312,3.5,3.92,3.52,14.68,FQ-6394,INV-575507,BND,VEH-428,Yes,Temburong,10,High Demand Zone,13,4/3/2023,Pass
2025-08-28,16:10:39,"""CNR5577217""",Cancelled,"""CID8907160""",SUV,Bandar Seri Begawan,Sengkurong,12.7,11.8,,,,4.05,4.9,4.6,Dart Wallet,4.81,Belait,Brunei-Muara,Nurul Izzah,1.09,3.81,January,2024,Sunday,1.0,9.7,OFF-200190,1/7/2024 16:10,rejected,1/7/2024 16:10,SESS-35224,1/7/2024 14:10,1/7/2024 19:10,1/7/2024 16:10,2025-08-28 15:38:00,2025-08-28 15:43:00,2025-08-28 15:48:00,2025-08-28 16:11:00,,4.57503,114.32022,4.93087,114.86864,3.5,21.26,0.94,32.12,FQ-6966,INV-183163,BND,VEH-204,Yes,Brunei-Muara,11,High Demand Zone,4,1/14/2023,Pass
2025-08-21,20:04:40,"""CNR3050672""",Cancelled by Driver,"""CID7072566""",Compact,Gadong,Jerudong,13.7,44.0,,,,13.58,4.2,4.7,Card,10.08,Belait,Brunei-Muara,Mustafa Kamal,2.52,6.72,April,2024,Saturday,1.0,9.2,OFF-200112,4/6/2024 20:04,rejected,4/6/2024 20:04,SESS-19846,4/6/2024 15:04,4/6/2024 22:04,4/6/2024 20:04,2025-08-21 16:12:00,2025-08-21 16:15:00,2025-08-21 16:21:00,2025-08-21 16:52:00,4/6/2024 20:11,4.52321,114.23055,4.88918,114.91799,3.5,3.92,3.52,18.91,FQ-5816,INV-979031,BND,VEH-726,Yes,Brunei-Muara,9,High Demand Zone,3,5/20/2023,Pass
2025-08-20,7:49:03,"""CNR9435112""",Completed,"""CID8876690""",Sedan,Jerudong,Jerudong,3.9,27.2,,,,21.57,3.6,4.6,Cash,21.56,Brunei-Muara,Brunei-Muara,Aiman Hakim,4.79,16.19,July,2024,Friday,0.0,4.5,OFF-200152,7/5/2024 7:48,accepted,7/5/2024 7:48,SESS-93521,7/5/2024 2:49,7/5/2024 10:49,7/5/2024 7:49,2025-08-20 18:10:00,2025-08-20 18:14:00,2025-08-20 18:24:00,2025-08-20 19:07:00,,4.86425,114.94359,4.88987,114.95656,3.5,16.52,2.18,34.3,FQ-8851,INV-457956,BND,VEH-146,Yes,Brunei-Muara,4,High Demand Zone,3,7/21/2023,Pass
2025-08-21,20:49:13,"""CNR4678687""",Completed,"""CID5606374""",SUV,Mata-Mata,Gadong,7.8,35.6,,,,27.7,3.9,4.8,Card,6.16,Brunei-Muara,Brunei-Muara,Ridhwan Bakar,1.29,4.93,April,2024,Friday,1.0,4.3,OFF-200055,4/26/2024 20:48,accepted,4/26/2024 20:48,SESS-20959,4/26/2024 16:49,4/26/2024 22:49,4/26/2024 20:49,2025-08-21 14:43:00,2025-08-21 14:44:00,2025-08-21 14:54:00,2025-08-21 15:28:00,4/26/2024 20:55,4.86076,114.9049,4.86813,114.96133,3.5,3.92,2.85,11.27,FQ-7342,INV-760202,BND,VEH-504,Yes,Temburong,12,Normal,12,11/24/2023,Pass
2025-08-27,20:28:37,"""CNR5239998""",Completed,"""CID1535942""",Compact,Kiulap,Mentiri,8.7,30.6,,,,26.04,4.7,4.6,Online Banking,20.87,Belait,Brunei-Muara,Ahmad Zaki,4.41,15.9,April,2024,Wednesday,1.0,7.2,OFF-200160,4/24/2024 20:27,accepted,4/24/2024 20:27,SESS-75925,4/24/2024 15:28,4/24/2024 21:28,4/24/2024 20:28,2025-08-27 21:14:00,2025-08-27 21:17:00,2025-08-27 21:22:00,2025-08-27 21:49:00,,4.51696,114.13943,4.8616,114.86799,3.5,16.78,2.45,23.73,FQ-6399,INV-765728,BND,VEH-696,Yes,Temburong,8,Normal,13,7/17/2023,Pass
2025-08-06,21:24:21,"""CNR4588860""",Cancelled,"""CID6823367""",Sedan,Mentiri,Kuala Belait,13.4,17.2,,,,19.54,4.2,4.8,Cash,22.9,Belait,Brunei-Muara,Zulhelmi Ishak,2.98,18.07,November,2024,Monday,0.0,7.3,OFF-200165,11/4/2024 21:23,accepted,11/4/2024 21:23,SESS-38008,11/4/2024 18:24,11/5/2024 0:24,11/4/2024 21:24,2025-08-06 15:44:00,2025-08-06 15:47:00,2025-08-06 15:54:00,2025-08-06 16:04:00,,4.52914,114.21041,4.8514,114.97435,3.5,5.56,1.38,14.05,FQ-9700,INV-394972,BND,VEH-353,Yes,Belait,12,High Demand Zone,6,9/9/2023,Pass
2025-08-11,17:37:07,"""CNR6403761""",Cancelled by Driver,"""CID4335550""",SUV,Gadong,Jerudong,4.6,32.9,1.0,,,16.61,3.6,3.8,Online Banking,27.22,Belait,Belait,Haji Ramli,5.56,19.04,May,2024,Thursday,0.0,9.3,OFF-200116,5/9/2024 17:36,accepted,5/9/2024 17:36,SESS-68895,5/9/2024 13:37,5/9/2024 18:37,5/9/2024 17:37,2025-08-11 14:51:00,2025-08-11 14:53:00,2025-08-11 14:57:00,2025-08-11 15:25:00,5/9/2024 17:43,4.56322,114.35532,4.52656,114.19165,3.5,3.92,2.63,12.05,FQ-5044,INV-648494,BND,VEH-355,Yes,Tutong,6,Normal,11,5/25/2023,Pass
2025-08-20,7:20:29,"""CNR4672986""",Completed,"""CID8960852""",Compact,Rimba,Serusop,13.7,10.3,,,,7.52,5.0,3.7,Cash,13.36,Belait,Brunei-Muara,Ibrahim Daud,1.83,10.78,July,2024,Wednesday,1.0,7.1,OFF-200133,7/31/2024 7:19,accepted,7/31/2024 7:19,SESS-97398,7/31/2024 4:20,7/31/2024 10:20,7/31/2024 7:20,2025-08-20 21:18:00,2025-08-20 21:21:00,2025-08-20 21:25:00,2025-08-20 21:46:00,7/31/2024 7:29,4.58686,114.31698,4.88236,114.96428,3.5,3.92,0.82,8.24,FQ-7037,INV-974938,BND,VEH-819,Yes,Tutong,7,Normal,14,3/7/2023,Pass
2025-08-01,18:22:17,"""CNR2591553""",Completed,"""CID8719421""",Sedan,Berakas,Serusop,11.2,10.6,,,,15.01,3.8,5.0,Online Banking,30.44,Brunei-Muara,Brunei-Muara,Mohd Hafiz,5.58,21.6,June,2024,Saturday,0.0,4.7,OFF-200057,6/1/2024 18:21,accepted,6/1/2024 18:21,SESS-37455,6/1/2024 13:22,6/1/2024 20:22,6/1/2024 18:22,2025-08-01 15:07:00,2025-08-01 15:09:00,2025-08-01 15:14:00,2025-08-01 15:33:00,,4.91962,114.9778,4.86975,114.96503,3.5,13.64,0.85,25.49,FQ-7803,INV-510877,BND,VEH-678,Yes,Temburong,10,High Demand Zone,8,7/5/2023,Pass
2025-08-06,20:43:20,"""CNR4712889""",Completed,"""CID6274332""",Premium,Tutong Town,Mata-Mata,14.3,13.6,,,,3.23,4.6,4.7,Online Banking,20.29,Brunei-Muara,Brunei-Muara,Mohd Hafiz,3.01,15.69,October,2024,Thursday,1.0,11.4,OFF-200043,10/31/2024 20:42,accepted,10/31/2024 20:42,SESS-37455,10/31/2024 16:43,10/31/2024 23:43,10/31/2024 20:43,2025-08-06 16:26:00,2025-08-06 16:29:00,2025-08-06 16:37:00,2025-08-06 17:07:00,,4.95094,114.93896,4.92561,114.94744,3.5,4.42,1.09,11.01,FQ-7673,INV-226844,BND,VEH-678,Yes,Tutong,8,Normal,5,4/8/2023,Pass
2025-08-26,23:39:52,"""CNR1605575""",Completed,"""CID9516426""",Sedan,Bangar,Mentiri,10.7,16.1,,,,17.65,4.2,4.2,Card,17.89,Tutong,Brunei-Muara,Nabilah Hassan,3.45,10.97,July,2024,Wednesday,1.0,9.6,OFF-200172,7/31/2024 23:39,accepted,7/31/2024 23:39,SESS-68128,7/31/2024 19:39,8/1/2024 1:39,7/31/2024 23:39,2025-08-26 17:29:00,2025-08-26 17:34:00,2025-08-26 17:37:00,2025-08-26 17:50:00,,4.76714,114.6423,4.8533,114.97657,3.5,7.34,1.29,13.13,FQ-5562,INV-490763,BND,VEH-713,Yes,Temburong,9,Normal,10,8/21/2023,Pass
2025-08-31,13:13:54,"""CNR3596717""",Completed,"""CID8580939""",SUV,Sengkurong,Lumut,13.7,25.9,,,,9.01,4.4,3.5,Cash,33.55,Brunei-Muara,Tutong,Mustafa Kamal,7.87,22.24,February,2024,Sunday,1.0,11.8,OFF-200159,2/4/2024 13:13,accepted,2/4/2024 13:13,SESS-19846,2/4/2024 9:13,2/4/2024 16:13,2/4/2024 13:13,2025-08-31 04:47:00,2025-08-31 04:52:00,2025-08-31 05:01:00,2025-08-31 05:41:00,2/4/2024 13:21,4.8933,114.97365,4.83844,114.76267,3.5,3.92,2.07,9.49,FQ-7476,INV-342528,BND,VEH-726,Yes,Brunei-Muara,12,Normal,2,7/29/2023,Pass
2025-08-14,23:39:52,"""CNR1605575""",Completed,"""CID9516426""",Premium,Kuala Belait,Bangar,10.7,16.1,,,,16.65,4.4,3.5,Online Banking,7.62,Tutong,Brunei-Muara,Nabilah Hassan,1.12,5.87,July,2024,Wednesday,1.0,9.6,OFF-200172,7/31/2024 23:39,rejected,7/31/2024 23:39,SESS-68128,7/31/2024 19:39,8/1/2024 1:39,7/31/2024 23:39,2025-08-14 22:38:00,2025-08-14 22:40:00,2025-08-14 22:48:00,2025-08-14 23:01:00,,4.76714,114.6423,4.8533,114.97657,3.5,7.34,1.29,13.13,FQ-5562,INV-490763,BND,VEH-713,Yes,Temburong,9,Normal,10,8/21/2023,Pass
2025-08-23,18:05:04,"""CNR8752515""",Completed,"""CID1018836""",SUV,Tutong Beach,Mata-Mata,12.0,15.7,,1.0,Customer Demand,1.86,3.6,4.0,Card,29.74,Brunei-Muara,Brunei-Muara,Nurul Izzah,6.22,24.75,November,2024,Saturday,1.0,5.4,OFF-200060,11/9/2024 18:04,accepted,11/9/2024 18:04,SESS-35224,11/9/2024 15:05,11/9/2024 20:05,11/9/2024 18:05,2025-08-23 11:29:00,2025-08-23 11:34:00,2025-08-23 11:37:00,2025-08-23 11:49:00,,4.8587,114.86776,4.86995,114.88622,3.5,3.82,1.26,12.87,FQ-7397,INV-966517,BND,VEH-204,Yes,Brunei-Muara,8,High Demand Zone,2,3/30/2023,Pass
2025-08-13,11:25:18,"""CNR8311141""",Completed,"""CID4377550""",SUV,Serusop,Mentiri,3.9,21.9,,,,13.48,3.8,3.9,Cash,8.68,Brunei-Muara,Brunei-Muara,Nabilah Hassan,0.99,5.75,July,2024,Saturday,0.0,8.5,OFF-200046,7/6/2024 11:24,accepted,7/6/2024 11:24,SESS-68128,7/6/2024 6:25,7/6/2024 13:25,7/6/2024 11:25,2025-08-13 18:32:00,2025-08-13 18:36:00,2025-08-13 18:44:00,2025-08-13 19:13:00,7/6/2024 11:29,4.85366,114.90238,4.87389,114.88302,3.5,3.92,1.75,10.46,FQ-8617,INV-775885,BND,VEH-713,Yes,Temburong,14,High Demand Zone,9,7/30/2023,Pass
2025-08-12,20:38:53,"""CNR3203477""",Cancelled by Driver,"""CID7343220""",Sedan,Tutong Beach,Tutong Town,2.1,10.8,,,,3.77,4.0,3.5,Cash,24.85,Brunei-Muara,Tutong,Nabilah Hassan,6.16,14.92,February,2024,Saturday,1.0,5.8,OFF-200148,2/17/2024 20:37,accepted,2/17/2024 20:38,SESS-68128,2/17/2024 18:38,2/17/2024 22:38,2/17/2024 20:38,2025-08-12 20:29:00,2025-08-12 20:33:00,2025-08-12 20:40:00,2025-08-12 20:50:00,,4.88489,114.9462,4.69767,114.6044,3.5,14.16,0.86,28.15,FQ-9262,INV-819914,BND,VEH-713,Yes,Brunei-Muara,13,High Demand Zone,5,11/23/2023,Pass
2025-08-10,8:34:38,"""CNR8888208""",Completed,"""CID5821443""",SUV,Berakas,Lumut,8.1,17.6,,,,27.47,4.6,4.8,Card,30.91,Brunei-Muara,Belait,Sufian bin Haji Ali,5.75,23.18,April,2024,Sunday,1.0,10.6,OFF-200079,4/14/2024 8:33,accepted,4/14/2024 8:33,SESS-22883,4/14/2024 3:34,4/14/2024 11:34,4/14/2024 8:34,2025-08-10 00:43:00,2025-08-10 00:44:00,2025-08-10 00:51:00,2025-08-10 01:32:00,,4.97339,114.89282,4.67025,114.25902,3.5,16.24,1.41,30.44,FQ-8646,INV-869474,BND,VEH-473,Yes,Belait,12,High Demand Zone,12,1/28/2024,Pass
2025-08-29,12:20:32,"""CNR5687699""",Completed,"""CID6778217""",Premium,Bangar,Jerudong,9.0,33.6,,,,18.11,3.7,3.8,Online Banking,24.86,Belait,Tutong,,2.86,15.96,January,2024,Friday,,9.9,OFF-200117,1/26/2024 12:20,accepted,1/26/2024 12:20,SESS-16338,1/26/2024 9:20,1/26/2024 15:20,1/26/2024 12:20,2025-08-29 05:22:00,2025-08-29 05:23:00,2025-08-29 05:32:00,2025-08-29 05:46:00,,4.55386,114.17976,4.66007,114.60336,3.5,3.92,2.69,11.11,FQ-6513,INV-209562,BND,VEH-510,Yes,Brunei-Muara,5,Normal,5,1/5/2024,Pass
2025-08-20,4:39:18,"""CNR8910332""",Completed,"""CID1229941""",Premium,Bangar,Bandar Seri Begawan,4.5,11.0,,,,24.71,4.9,4.0,Card,10.66,Brunei-Muara,Brunei-Muara,,1.71,6.9,November,2024,Tuesday,,4.3,OFF-200163,11/19/2024 4:39,accepted,11/19/2024 4:39,SESS-16338,11/19/2024 1:39,11/19/2024 6:39,11/19/2024 4:39,2025-08-20 10:17:00,2025-08-20 10:21:00,2025-08-20 10:29:00,2025-08-20 11:09:00,,4.88914,114.88394,4.95473,114.87104,3.5,3.92,0.88,17.45,FQ-7055,INV-883339,BND,VEH-510,Yes,Brunei-Muara,8,High Demand Zone,10,8/21/2023,Pass
2025-08-30,13:58:55,"""CNR4363142""",Completed,"""CID4559451""",Compact,Mentiri,Tutong Beach,6.9,14.2,,1.0,Vehicle Breakdown,23.14,4.1,4.1,Card,7.34,Brunei-Muara,Brunei-Muara,Aiman Hakim,1.42,4.94,February,2024,Sunday,1.0,11.9,OFF-200146,2/18/2024 13:58,accepted,2/18/2024 13:58,SESS-93521,2/18/2024 10:58,2/18/2024 14:58,2/18/2024 13:58,2025-08-30 15:43:00,2025-08-30 15:48:00,2025-08-30 15:51:00,2025-08-30 16:33:00,,4.95034,114.9427,4.92638,114.97539,3.5,8.78,1.14,18.42,FQ-5217,INV-534343,BND,VEH-146,Yes,Brunei-Muara,6,Normal,11,6/17/2023,Pass
2025-08-16,17:45:00,"""CNR7766262""",Completed,"""CID7685210""",Compact,Rimba,Kuala Belait,2.4,11.6,,,,3.59,3.8,4.4,Online Banking,9.02,Brunei-Muara,Brunei-Muara,Awangku Mohd,1.91,7.42,February,2024,Wednesday,0.0,11.2,OFF-200019,2/7/2024 17:44,accepted,2/7/2024 17:44,SESS-35925,2/7/2024 13:45,2/7/2024 18:45,2/7/2024 17:45,2025-08-16 00:19:00,2025-08-16 00:24:00,2025-08-16 00:31:00,2025-08-16 00:42:00,,4.9711,114.97687,4.92651,114.88183,3.5,18.82,0.93,25.75,FQ-7137,INV-818580,BND,VEH-727,Yes,Temburong,12,Normal,13,8/14/2023,Pass
2025-08-11,7:57:52,"""CNR2678197""",Cancelled,"""CID7334919""",Premium,Rimba,Berakas,9.5,32.7,,,,20.75,3.8,4.2,Cash,19.28,Brunei-Muara,Brunei-Muara,Nurul Izzah,2.55,11.78,September,2024,Wednesday,0.0,4.0,OFF-200184,9/25/2024 7:57,accepted,9/25/2024 7:57,SESS-35224,9/25/2024 2:57,9/25/2024 8:57,9/25/2024 7:57,2025-08-11 23:00:00,2025-08-11 23:01:00,2025-08-11 23:03:00,2025-08-11 23:42:00,,4.85129,114.86578,4.9116,114.86929,3.5,1.26,2.62,14.22,FQ-7563,INV-931902,BND,VEH-204,Yes,Tutong,9,High Demand Zone,14,8/26/2023,Pass
2025-08-08,14:20:44,"""CNR8878477""",Completed,"""CID5259729""",Compact,Gadong,Kiulap,4.3,10.7,1.0,,,7.97,5.0,5.0,Card,3.15,Belait,Belait,Shahrul Nizam,0.71,2.53,July,2024,Saturday,0.0,8.3,OFF-200145,7/20/2024 14:20,accepted,7/20/2024 14:20,SESS-93507,7/20/2024 12:20,7/20/2024 16:20,7/20/2024 14:20,2025-08-08 22:11:00,2025-08-08 22:15:00,2025-08-08 22:20:00,2025-08-08 22:29:00,7/20/2024 14:29,4.66899,114.2119,4.56758,114.15712,3.5,3.92,0.86,9.28,FQ-7781,INV-502556,BND,VEH-252,Yes,Belait,12,Normal,7,12/7/2023,Pass
2025-08-27,11:25:18,"""CNR8311141""",Completed,"""CID4377550""",Compact,Muara,Tutong Town,3.9,21.9,,,,1.3,3.8,4.8,Online Banking,16.09,Brunei-Muara,Brunei-Muara,Nabilah Hassan,2.52,12.97,July,2024,Saturday,0.0,8.5,OFF-200046,7/6/2024 11:24,accepted,7/6/2024 11:24,SESS-68128,7/6/2024 6:25,7/6/2024 13:25,7/6/2024 11:25,2025-08-27 07:19:00,2025-08-27 07:21:00,2025-08-27 07:23:00,2025-08-27 07:53:00,7/6/2024 11:29,4.85366,114.90238,4.87389,114.88302,3.5,3.92,1.75,10.46,FQ-8617,INV-775885,BND,VEH-713,Yes,Belait,14,High Demand Zone,9,7/30/2023,Pass
